id_coingecko,symbol,name,class,centralized,isMultiplatforms,market_cap,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,current_price,circulating_supply,total_supply,max_supply,fully_diluted_valuation,market_cap_change_percentage_24h,rank,date
skale,skl,SKALE,1,0,0,976869542.0,67655818.0,0.2074359999999998,0.1879519999999998,-0.013281694226712,-13.16334,-69174370.436952,0.188516493188528,10358288674.0,10590411993.88586,14000000000.0,998760630.0,-13.2259,166.0,28/04/2024
enjincoin,enj,Enjin Coin,1,0,1,954951616.0,54440268.0,0.7178019999999998,0.655374,-0.039721444265998,-11.362400000000001,-52750302.604588985,0.659451968562114,2882923070.11176,3600696973.67416,0.0,1192710076.0,-10.46942,169.0,28/04/2024
stepn,gmt,GMT,1,0,1,931311086.0,109285990.0,0.535976,0.482048,-0.040204826801366,-15.42914,-75703093.5256902,0.480949556236014,3866476569.40596,10737918088.97346,12000000000.0,2586422540.0,-15.03516,172.0,28/04/2024
pixels,pixel,Pixels,1,0,1,667509630.0,131488804.0,1.042248,0.870178,-0.105864157415454,-21.78692,-80415537.54171526,0.86594980593954,1542083334.0,10000000000.0,10000000000.0,4328622294.0,-21.50364,219.0,28/04/2024
guildfi,gf,GuildFi,1,0,0,584913756.0,6212778.0,0.87976,0.7571899999999998,-0.027894013577364,-7.02756,121774560.0,0.765951774882964,1518652834.800334,2000000000.0,2000000000.0,770306080.0,52.5866,233.0,28/04/2024
yield-guild-games,ygg,Yield Guild Games,1,0,1,574483678.0,388155816.0,2.096,1.838858,-0.077442037409896,-8.10214,-24447172.129923105,1.834202753041508,626344279.7561264,2000000000.0,2000000000.0,1834402248.0,-8.1636,235.0,28/04/2024
chromaway,chr,Chromia,1,0,1,502193148.0,25778260.0,0.683858,0.6147239999999998,-0.0493067943792,-14.84872,-37301841.76530659,0.614814574869318,1624868878.652408,1624868878.652408,1956129578.0,502193148.0,-13.82842,257.0,28/04/2024
wilder-world,wild,Wilder World,1,0,0,499102682.0,2434602.0,1.835634,1.7343899999999999,-0.006777155405722,-0.7552,-1941195.0331651568,1.7880428663418042,558212651.1913147,1000000000.0,1000000000.0,894108512.0,-0.77486,258.0,28/04/2024
wax,waxp,WAX,1,0,0,480992050.0,13710268.0,0.154894,0.1401899999999998,-0.0103293848977,-13.7448,-35790717.218928695,0.139972983892284,6873996868.6743,7540606654.0,7540606654.0,527636530.0,-13.85136,267.0,28/04/2024
xai-blockchain,xai,Xai,1,0,0,407970904.0,61040702.0,1.722422,1.4738719999999998,-0.108915528197742,-13.75592,-31191616.681475226,1.4746278420748562,554236300.0,1968973702.0,5000000000.0,1449352886.0,-14.20504,296.0,28/04/2024
magic,magic,Magic,1,0,1,406824128.0,65241362.0,1.7943000000000002,1.600248,-0.144249422384636,-16.57984,-36405703.83109307,1.595808735960144,509777837.631868,679291020.635952,695428014.0,542102768.0,-16.42746,297.0,28/04/2024
smooth-love-potion,slp,Smooth Love Potion,1,0,1,342883524.0,32481058.0,0.00929342,0.0082754,-0.000643853724028,-14.4312,-27194386.602127016,0.00827922452837,82738317632.0,0.0,0.0,0.0,-14.69658,327.0,28/04/2024
big-time,bigtime,Big Time,1,0,0,325645136.0,69054208.0,0.438142,0.390764,-0.038672345526548,-18.0631,-29719456.891465068,0.389519396803634,1663856900.8117,10000000000.0,10000000000.0,1957170336.0,-16.72618,344.0,28/04/2024
portal-2,portal,Portal,1,0,0,309038950.0,82079010.0,2.22,1.846216,-0.247664485957686,-23.66646,-41008691.73777384,1.845293125947726,334269230.0,2000000000.0,2000000000.0,1849042166.0,-23.43034,359.0,28/04/2024
crown-by-third-time-games,crown,Crown by Third Time Games,1,0,0,305413580.0,1248242.0,2.26,1.91109,-0.303433535270584,-27.43254,-48366735.661136806,1.908782808107676,319615384.86,500000000.0,500000000.0,477782978.0,-27.3428,361.0,28/04/2024
bluzelle,blz,Bluzelle,1,0,1,302418870.0,18063982.0,0.754938,0.7047319999999998,-0.042736667895396,-11.43154,-17478102.939841986,0.704960961627524,856153781.4561024,1000000000.0,0.0,353229614.0,-10.927340000000001,363.0,28/04/2024
hooked-protocol,hook,Hooked Protocol,1,0,0,270225606.0,13566220.0,2.058,1.848882,-0.129770896942382,-13.0717,-18149158.353414,1.85575268260558,290000000.0,1000000000.0,1000000000.0,931812432.0,-12.5872,391.0,28/04/2024
heroes-of-mavia,mavia,Heroes of Mavia,1,0,1,261339094.0,105200886.0,9.34,8.44,-0.548946885883112,-11.8445,-16256728.89094919,8.720281814107713,60000000.0,500000000.0,500000000.0,2177825786.0,-11.71252,400.0,28/04/2024
myria,myria,Myria,1,0,0,245620748.0,9704746.0,0.01519594,0.01330838,-0.00049738379318,-6.7759,-10592123.29050234,0.014183586752316,34858461636.0,100000000000.0,100000000000.0,704623030.0,-8.26822,413.0,28/04/2024
oasys,oas,Oasys,1,0,0,243304108.0,1545168.0,0.1413019999999998,0.130436,-0.003756329314158,-5.57666,-6852026.642351329,0.130959773326904,3716181964.0,20000000000.0,20000000000.0,1309430542.0,-5.4782,415.0,28/04/2024
guild-of-guardians,gog,Guild of Guardians,1,0,0,236056682.0,1578352.0,0.4873639999999998,0.410136,-0.021548512042796,-9.8906,-11989641.635632694,0.414188618559412,1139208002.398,2000000000.0,2000000000.0,414422444.0,-9.66726,425.0,28/04/2024
my-neighbor-alice,alice,My Neighbor Alice,1,0,1,226185032.0,37428090.0,2.82,2.54,-0.216523509194976,-15.7836,-18779983.31195107,2.527129980896256,178333334.0,200000000.0,200000000.0,253665454.0,-15.33278,436.0,28/04/2024
nakamoto-games,naka,Nakamoto Games,1,0,0,225204738.0,45398086.0,3.76,3.46,-0.167695447204514,-9.252600000000001,-9695242.855210513,3.457133298768924,129968555.0,360000000.0,360000000.0,623794778.0,-8.25478,437.0,28/04/2024
vulcan-forged,pyr,Vulcan Forged,1,0,1,220208902.0,12737004.0,10.24,9.2,-0.822332867379082,-16.39274,-19550919.48838919,9.210552085224794,47795400.0,100000000.0,100000000.0,460732420.0,-16.30876,454.0,28/04/2024
marblex,mbx,Marblex,1,0,1,196120016.0,3618672.0,1.72213,1.619516,-0.049201127978192,-5.76946,-6002221.812635422,1.656369165699766,236797583.730932,645628254.0,2000000000.0,534720928.0,-5.9392,482.0,28/04/2024
mobox,mbox,Mobox,1,0,0,192980874.0,27300028.0,0.770606,0.69322,-0.066541619062088,-17.5026,-18665660.045313865,0.69382099076765,556209942.0,950541877.617578,2000000000.0,329797058.0,-17.63852,488.0,28/04/2024
aavegotchi,ghst,Aavegotchi,1,0,1,186769382.0,13287168.0,4.06,3.64,-0.233998609403438,-12.07942,-11690088.02335453,3.6403354611290384,102314478.428137,105495605.428512,105495605.428512,192576352.0,-11.78084,496.0,28/04/2024
sidus,sidus,Sidus,1,0,0,183470760.0,1681846.0,0.01852842,0.01701004,-0.000991250757152,-10.95946,-10334657.348488927,0.01709814567603,21453736793.845367,42707381393.7944,60000000000.0,365230346.0,-10.66498,500.0,28/04/2024
mines-of-dalarnia,dar,Mines of Dalarnia,1,0,1,179110214.0,34181882.0,0.357082,0.3201299999999998,-0.028042448439488,-16.09488,-15409170.495680034,0.32042180873139,1114515593.777006,1600000000.0,1600000000.0,257130850.0,-15.84332,506.0,28/04/2024
xpla,xpla,XPLA,1,0,0,177487480.0,258138.0,0.355748,0.331542,-0.020969025572112,-11.8995,-11383337.122981042,0.331466524060986,1070984938.159878,3999858179.5864,4000000000.0,662870898.0,-12.0541,509.0,28/04/2024
radio-caca,raca,Radio Caca,1,0,1,174521470.0,22962588.0,0.00053644,0.00049272,-4.0711797087298e-05,-15.24522,-14060443.921422362,0.000493381023356,706889874028.604,842407574008.604,1000000000000.0,207978940.0,-14.91176,511.0,28/04/2024
gamercoin,ghx,GamerCoin,1,0,1,174452910.0,4535814.0,0.3140219999999998,0.273966,-0.027041198181992,-17.62004,-20236002.685415804,0.279895813597418,1245732480.02,1616000000.0,1760000000.0,226305332.0,-20.78804,512.0,28/04/2024
star-atlas,atlas,Star Atlas,1,0,0,155932802.0,4604100.0,0.01049776,0.00973756,-0.00048925333394,-9.40488,-7494471.1308088,0.009914982362432,31430948519.2212,72000000000.0,72000000000.0,357200856.0,-9.17162,544.0,28/04/2024
shrapnel-2,shrap,Shrapnel,1,0,1,147571254.0,4183872.0,0.383362,0.3372759999999998,-0.043810407563432,-22.9382,-19509185.776533872,0.338175886245582,873284286.612,6000000000.0,6000000000.0,1013905248.0,-23.35304,559.0,28/04/2024
sweatcoin,sweat,Sweat Economy,1,0,1,146232476.0,14460754.0,0.02002196,0.0180993999999998,-0.000856044860054,-8.86676,-7135987.090540707,0.018453053083158,15847839426.96,43424288220.278,0.0,400688134.0,-9.30568,566.0,28/04/2024
moon-tropica,cah,Moon Tropica,1,0,0,143601460.0,502998.0,57.62,52.52,-2.849459485662278,-10.21148,-7784820.008317083,52.959429175837755,5420478.32091742,7000000.0,7000000.0,185446774.0,-10.28472,573.0,28/04/2024
alien-worlds,tlm,Alien Worlds,1,0,1,138016738.0,30909078.0,0.0382715,0.03341508,-0.002315534480124,-12.98936,-9253010.570967287,0.03333725301966,8243521442.1304,12679485969.4216,20000000000.0,212285648.0,-12.56608,586.0,28/04/2024
star-atlas-dao,polis,Star Atlas DAO,1,0,0,135773090.0,1168760.0,0.5976119999999998,0.52906,-0.037256369460846,-12.7891,-9341492.65407598,0.545370902893984,497578984.2782,720000000.0,720000000.0,196464536.0,-12.87464,592.0,28/04/2024
gods-unchained,gods,Gods Unchained,1,0,0,130158458.0,1577212.0,0.5047159999999998,0.456758,-0.037250450880486,-15.13522,-10374873.859306589,0.454985019171842,570833334.1298,1000000000.0,1000000000.0,228014816.0,-14.765,600.0,28/04/2024
ultra,uos,Ultra,1,0,0,129086504.0,3460908.0,0.365928,0.340742,-0.008253308211526,-4.70204,-2278336.635802746,0.342798891715668,748181467.898,2000000000.0,2000000000.0,345067366.0,-3.46872,601.0,28/04/2024
merit-circle,mc,Merit Circle,1,0,1,125930380.0,317102.0,6.12,5.38,-0.664004171428454,-21.9657,-15821954.469092399,5.381825095079654,46717298.8573592,46717298.8573592,46717298.8573592,125930380.0,-22.32338,610.0,28/04/2024
cornucopias,copi,Cornucopias,1,0,1,112350540.0,1108470.0,0.133382,0.1244639999999998,-0.003597084000168,-5.425520000000001,-2898125.0582167804,0.1290015502378,1740158696.0,7680000000.0,7680000000.0,495846818.0,-5.02934,648.0,28/04/2024
punk-2,punk,PunkCity,1,0,1,107806566.0,89566.0,6.24,5.58,-0.141157895310926,-4.88884,-2720494.6306396425,5.633529798600588,38273185.9199508,99917235.9199508,99999980.0,281443362.0,-4.92276,667.0,28/04/2024
cocos-bcx,combo,COMBO,1,0,1,101804440.0,10696140.0,1.5681159999999998,1.426496,-0.093665721678114,-12.29788,-6494414.162925482,1.4296162678594662,142103496.0,200000000.0,200000000.0,143282104.0,-11.993500000000001,684.0,28/04/2024
dream-machine-token,dmt,Dream Machine Token,1,0,1,93819544.0,3569850.0,187.06,154.36,-24.549823746840673,-27.20024,-14838414.56407851,155.96193389095401,1202925.900184442,2000000.0,2000000.0,155985574.0,-27.31216,721.0,28/04/2024
deapcoin,dep,DEAPCOIN,1,0,1,92180366.0,2635582.0,0.00399656,0.00382734,-7.713065591934401e-05,-3.87436,-1800914.1489498168,0.003904462210764,47211243022.0,60000000000.0,60000000000.0,117150528.0,-3.8325,724.0,28/04/2024
games-for-a-living,gfal,Games for a Living,1,0,0,91285220.0,3100288.0,0.06127328,0.0561111,-0.002261255543218,-7.52686,-3332814.8876325786,0.057823786475866,3155202335.6547623,20000000000.0,20000000000.0,578633060.0,-7.04478,734.0,28/04/2024
voxies,voxel,Voxies,1,0,0,88755864.0,11627128.0,0.572568,0.5082019999999998,-0.03480837568111,-12.8482,-6117785.617631048,0.50703246483558,350081342.273008,600000000.0,600000000.0,152117556.0,-12.8967,743.0,28/04/2024
katana-inu,kata,Katana Inu,1,0,1,84749950.0,1215354.0,0.0033221,0.0030653,5.3960000000000005e-05,3.50024,412100.0,0.003137110039318,54438778699.1909,100000000000.0,100000000000.0,155679374.0,0.97726,767.0,28/04/2024
green-satoshi-token,gst-sol,STEPN Green Satoshi Token on Solana,1,0,0,80996054.0,2502818.0,0.07613834,0.06965068,-0.00389177801899,-10.48512,-4231273.0790542215,0.070342457238324,2294323714.0,2314323714.0,0.0,81702110.0,-9.92938,782.0,28/04/2024
gamium,gmm,Gamium,1,0,1,80795426.0,1021560.0,0.00192294,0.00176634,-0.000147952294176774,-15.39286,-6509837.576335803,0.001774396149342,91001753703.1838,92872660465.7794,0.0,82456502.0,-14.91282,783.0,28/04/2024
cere-network,cere,Cere Network,1,0,0,114644712.0,2881797.0,0.0187221,0.01734062,-0.00125686617096,-20.2476,-8201619.654563978,0.017365046878148,19802937677.30877,30000000000.0,0.0,173678340.0,-20.027340000000002,809.0,28/04/2024
altura,alu,Altura,1,0,0,72528140.0,14637226.0,0.1043,0.09996838,-0.002235713718492,-4.34382,-1614372.0027805716,0.10070178807727,1439510042.0,1980000000.0,1980000000.0,99760136.0,-4.35478,832.0,28/04/2024
derace,derc,DeRace,1,0,1,70216076.0,2087718.0,0.62023,0.539936,0.03995838,14.62648,4733494.0,0.586342458151244,240000000.0,240000000.0,240000000.0,70216076.0,14.45726,846.0,28/04/2024
metahero,hero,Metahero,1,0,0,70052552.0,2503692.0,0.00913406,0.00881692,-0.000134791718531918,-2.99324,-689692.3050579131,0.008871592731832,15732426446.4,19532426548.39174,20000000000.0,86973000.0,-1.94988,847.0,28/04/2024
carbify,cby,Carbify,1,0,1,101009556.0,234565.0,10.649999999999999,10.2,-0.247962069380175,-7.08507,-2306845.4369754866,10.251402850919355,29520391.555347383,150000000.0,150000000.0,513253134.0,-6.6984,863.0,28/04/2024
the-virtua-kolect,tvk,Virtua,1,0,0,66049286.0,495902.0,0.3997,0.356916,-0.010637874266048,-5.57678,-1832244.2820274609,0.37086784911375,355875543.61930233,2400000000.0,2400000000.0,445431810.0,-5.39836,872.0,28/04/2024
drunk-robots,metal,Badmad Robots,1,0,1,65083968.0,553466.0,0.1011099999999998,0.08898194,-0.00959053960067,-19.16044,-7058278.029616885,0.090517226586736,1438599601.365,5500000000.0,5500000000.0,248826582.0,-19.56766,879.0,28/04/2024
qopro,qorpo,QORPO WORLD,1,0,1,64758868.0,2301302.0,1.5659379999999998,1.4669159999999999,-0.09808181000228,-12.53444,-4258266.961212486,1.46691508033901,88208908.666668,1500000000.0,1500000000.0,1101230062.0,-12.33974,884.0,28/04/2024
breederdao,breed,BreederDAO,1,0,1,63705924.0,655750.0,0.112636,0.106082,-0.002468910547634,-4.46898,-1482298.1861301586,0.10802234417171,1178416666.0,2000000000.0,2000000000.0,108121220.0,-4.54774,889.0,28/04/2024
sipher,sipher,SIPHER,1,0,0,63576958.0,273694.0,0.72276,0.614888,0.04176298,13.4795,4134166.0,0.661414710893562,191725219.52424717,228681822.0,2000000000.0,75831936.0,13.90974,890.0,28/04/2024
passage,pasg,Passage,1,0,0,62580342.0,33875.36,0.08683174,0.0783248,-0.00650750169965,-14.98876,-5237826.585515991,0.080324242513762,1557145523.04991,2482893005.37716,3000000000.0,99785340.0,-15.44668,897.0,28/04/2024
league-of-kingdoms,loka,League of Kingdoms,1,0,0,60770490.0,7808798.0,0.5805859999999998,0.52842,-0.040553437427126,-14.3097,-4406420.089375414,0.526243127446912,229832624.29309,410593281.565818,0.0,108565766.0,-13.52142,911.0,28/04/2024
aurory,aury,Aurory,1,0,1,59396872.0,731074.0,1.183222,1.040578,-0.09752597166304,-16.56992,-5495756.504778475,1.079619378976334,109977286.4,200000000.0,200000000.0,108016618.0,-16.938,918.0,28/04/2024
hytopia,topia,HYCHAIN,1,0,0,58983132.0,977210.0,0.07980142,0.06610822,-0.010291776732262,-26.18954,-9915540.660607435,0.06830279464229,1742710101.2255814,10000000000.0,0.0,338456358.0,-28.78296,927.0,28/04/2024
sappy-seals-pixl,pixl,PIXL,1,0,0,57270592.0,104742.0,0.128542,0.1145419999999998,-0.01396680821753,-22.12878,-5845448.289459281,0.112265272229568,1000000000.0,1000000000.0,1000000000.0,57270592.0,-18.52286,946.0,28/04/2024
xana,xeta,XANA,1,0,1,56090310.0,5264890.0,0.02612408,0.02266314,-0.001864111280338,-14.33338,-4570445.058107905,0.02414665010168,4643666666.0,9860000000.0,10000000000.0,119097796.0,-15.06886,954.0,28/04/2024
raini-studios-token,rst,Raini Studios Token,1,0,1,56019822.0,679426.0,0.112232,0.09186902,-0.011234457307946,-20.3665,-6459308.799725212,0.099088396634686,1130033124.0,1838563204.0,1838563204.0,91144216.0,-20.6767,955.0,28/04/2024
volt-inu-2,volt,Volt Inu,1,0,1,54889644.0,19956236.0,9.20096e-07,8.7298e-07,-1.4247658588000001e-08,-3.17864,-826483.6557303593,8.822173575115938e-07,124526263227756.8,138000000000000.0,138000000000000.0,60828702.0,-2.96676,965.0,28/04/2024
altered-state-token,asto,Altered State Machine,1,0,0,79603307.0,16332293.0,0.10598367,0.10009152,-0.004422787463552,-12.58379,-2980659.9733704627,0.10101689281968801,2350226346.4130063,7152000000.0,7152000000.0,242241711.0,-10.827960000000001,977.0,28/04/2024
wagmi-game-2,wagmigames,WAGMI Games,1,0,0,51306216.0,11274240.0,2.6760000000000005e-05,2.572e-05,-3.47487257106e-07,-2.6025,-305687.74977152795,2.6356698451312204e-05,3892808898914.898,4400000000000.0,4400000000000.0,57990864.0,-1.18456,994.0,28/04/2024
taki,taki,Taki Games,1,0,1,49174414.0,556080.0,0.0442773,0.04189104,-0.0005870449314,-2.75438,-693012.3216066733,0.042039199810768,2341737394.33286,6000000000.0,0.0,125994692.0,-2.77942,1012.0,28/04/2024
starlink,starl,StarLink,1,0,0,48353842.0,4131592.0,5.48e-06,4.84e-06,-5.41334047832e-07,-20.0889,-5467515.62489304,4.848048542020675e-06,19958276905218.28,20000000000000.0,0.0,48454926.0,-20.31728,1017.0,28/04/2024
decentral-games,dg,Decentral Games,1,0,1,48222998.0,1397.78,0.0666582,0.06208476,-0.00036842128385,-1.14592,-294899.38926347345,0.063932872268964,1507473072.851408,1507473072.851408,2000000000.0,48222998.0,-1.21564,1019.0,28/04/2024
ufo-gaming,ufo,UFO Gaming,1,0,0,48111224.0,1024732.0,1.960124e-06,1.852798e-06,-8.373224943600001e-08,-8.5995,-2084985.240939699,1.8636438946154256e-06,51515151515150.0,51515151515150.0,51515151515150.0,48111224.0,-8.30734,1021.0,28/04/2024
playa3ull-games-2,3ull,PLAYA3ULL GAMES,1,0,0,46120330.0,1364754.0,0.0054088,0.00468038,-0.000467885252074,-17.59256,-4494425.027014889,0.004851241295202,19002824466.26608,19257493350.59968,100000000000.0,46738418.0,-17.75934,1037.0,28/04/2024
hello-labs,hello,HELLO,1,0,1,44615376.0,2398458.0,0.08675224,0.0838049999999998,-0.001894641104876,-4.4192,-982898.5773059578,0.08385121519844,1062610190.6761721,2000000000.0,2000000000.0,83973174.0,-4.31112,1062.0,28/04/2024
metacade,mcade,Metacade,1,0,0,43857254.0,1349726.0,0.027502,0.02445576,-0.000462112192254,-3.63348,-582069.2368853167,0.024974207133842,3512289684.173115,4000000000.0,4000000000.0,49947194.0,-2.61962,1072.0,28/04/2024
affyn,fyn,Affyn,1,0,0,39863948.0,926248.0,0.12039,0.112594,-0.006064813981994,-10.15618,-2068357.7351708335,0.113366118513046,702674106.0,2000000000.0,2000000000.0,113463548.0,-9.86522,1115.0,28/04/2024
honeyland-honey,hxd,Honeyland,1,0,0,39395466.0,259252.0,0.177496,0.16799,-0.00624957169357,-7.13866,-1518788.2603916004,0.168841257242718,467235628.518758,2000000000.0,2000000000.0,168632112.0,-7.42426,1123.0,28/04/2024
step-app-fitfi,fitfi,Step App,1,0,1,37442618.0,9362074.0,0.01630674,0.0146997,-0.000982659060344,-12.45406,-2498191.810888827,0.014797885269042,5060000000.0,9200000000.0,9200000000.0,68077486.0,-12.50948,1144.0,28/04/2024
gameswift,gswift,GameSwift,1,0,1,55834357.0,1615924.0,1.02423,0.982839,-0.023172822188665003,-6.83152,-1238592.0976543278,0.9939031580638691,168407235.0,4189500000.0,4189500000.0,1389002336.0,-6.50681,1149.0,28/04/2024
nft-worlds,wrld,NFT Worlds,1,0,1,36604836.0,73644.0,0.07749978,0.06511608,-0.00873648343179,-23.18612,-4750587.2965549305,0.066623109314456,1097867124.0,10000000000.0,10000000000.0,333417722.0,-22.97444,1153.0,28/04/2024
lords,lords,LORDS,1,0,1,36225082.0,320582.0,0.296968,0.27873,-0.007412569072122,-5.04954,-811074.479428336,0.286181287268112,252143990.12202963,1000000000.0,1000000000.0,143668236.0,-4.3799,1159.0,28/04/2024
phantasma,soul,Phantasma,1,0,1,53295219.0,498846.0,0.47634600000000005,0.4200559999999999,-0.027725036906132,-18.22313,-3686785.1556652077,0.431046005821256,372387592.984893,372387592.984893,0.0,53295219.0,-19.45062,1172.0,28/04/2024
kompete,kompete,KOMPETE,1,0,1,34304390.0,79442.0,0.0527111,0.04924654,-0.001346539279284,-5.18344,-824609.2624750957,0.050608867696904,1352274974.0,1701049974.0,2000000000.0,43152082.0,-4.69474,1182.0,28/04/2024
defi-kingdoms,jewel,DeFi Kingdoms,1,0,1,33734302.0,19944.66,0.335298,0.294322,-0.028700494378086,-17.70428,-3278905.24193386,0.29552058472197,228139325.463296,242937616.35423,250000000.0,35922482.0,-17.717480000000002,1197.0,28/04/2024
king-of-legends-2,kol,King of Legends,1,0,0,32450912.0,3814992.0,0.1126659999999998,0.107648,-7.733351454281001e-05,-0.13888,-24532.53190066293,0.111285177730256,583673407.24,1143673407.24,2000000000.0,63585636.0,-0.15108,1210.0,28/04/2024
burger-swap,burger,BurgerCities,1,0,0,32275168.0,6859958.0,1.085232,0.965428,-0.099667861556334,-18.73206,-3143578.092285976,0.964474480828958,66518000.0,107450388.3522236,122000000.0,52135952.0,-17.75092,1219.0,28/04/2024
spartadex,sparta,SpartaDEX,1,0,0,31192518.0,124966.0,0.9936879999999998,0.9480299999999998,0.00643056,1.3477800000000002,528454.0,0.960672413970314,64815800.0,200000000.0,200000000.0,96249738.0,3.44672,1234.0,28/04/2024
kapital-dao,kap,KAP Games,1,0,1,30221058.0,689432.0,0.257144,0.232392,-0.005088992664408,-4.19534,-616138.3931043781,0.237512954802262,254256524.0,2000000000.0,2000000000.0,237721008.0,-3.99608,1248.0,28/04/2024
octo-gaming,otk,Octokn,1,0,0,29902734.0,334732.0,0.107364,0.09809022,-0.002048901971598,-3.96366,-592924.9829309471,0.101335441124046,589947433.4099147,2399911690.8,2400000000.0,121644606.0,-3.88858,1256.0,28/04/2024
catecoin,cate,CateCoin,1,0,1,27629426.0,335648.0,8.182499999999999e-07,7.96426e-07,-1.0530528506e-08,-2.58916,-379899.67611712584,8.029012410300682e-07,68757256308562.78,200000000000000.0,200000000000000.0,80368028.0,-2.71266,1287.0,28/04/2024
domi,domi,Domi,1,0,1,27608958.0,613642.0,0.09025976,0.07874768,-0.011019328095258,-24.67666,-3623934.017833937,0.07829036785529,700260800.0,2000000000.0,2000000000.0,78853360.0,-23.20588,1289.0,28/04/2024
gamee,gmee,GAMEE,1,0,1,26886684.0,1643754.0,0.04266208,0.03903206,0.00062802,3.18208,443918.0,0.040100513517792,1340003310.6638021,6360000000.0,6360000000.0,127611114.0,3.35758,1301.0,28/04/2024
defi-land,dfl,DeFi Land,1,0,0,24748426.0,137728.0,0.00361526,0.00299534,0.0004485,29.76016,3243916.0,0.003462658718866,14274607232.0,20000000000.0,20000000000.0,34674756.0,30.16962,1327.0,28/04/2024
artyfact,arty,Artyfact,1,0,0,24154092.0,3370400.0,2.054,1.834356,-0.168069258389738,-16.64528,-2495617.035126511,1.8513526771402025,26132578.0,49917237.9992,50000000.0,46138024.0,-18.72904,1341.0,28/04/2024
crypto-gladiator-shards,cgl,Crypto Gladiator League,1,0,0,23326392.0,1420356.0,0.01096588,0.01051406,-0.000195841754312812,-3.6522,-479927.8236687854,0.010528768515678,4425379242.0,6200000000.0,0.0,32680504.0,-4.03194,1366.0,28/04/2024
genopets,gene,Genopets,1,0,1,22443698.0,62000.0,0.517748,0.494158,-0.018368424763944,-7.11894,-770137.2614831366,0.497675257225152,90131782.0,200000000.0,200000000.0,49801962.0,-6.63516,1383.0,28/04/2024
ix-token,ixt,Planet IX,1,0,0,22258118.0,273198.0,0.2104359999999998,0.199186,-0.008500386417514,-8.13148,-808504.14302288,0.200573023801266,221882128.976056,306516452.0,0.0,30748214.0,-7.01016,1385.0,28/04/2024
dotmoovs,moov,dotmoovs,1,0,1,32161309.0,5437859.0,0.03725382,0.02660628,-0.001964517929631,-17.310859999999998,-2244559.351601485,0.032441496618703,3000000000.0,3000000000.0,3000000000.0,32161309.0,-19.68901,1386.0,28/04/2024
everdome,dome,Everdome,1,0,0,21840362.0,984608.0,0.00085966,0.00080666,-4.1876687167916e-05,-9.83806,-1126410.46880937,0.000809442487086,53970296630.0,200000000000.0,200000000000.0,80934748.0,-9.80904,1392.0,28/04/2024
