id,symbol,name,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply
insightx,inx,InsightX,0.005076354016955001,1028725,2666.0,1269089.0,148.42,0.00527829,0.00502419,-0.000132113784421,-2.53652,-26772.900689480477,-2.53652,202650320.0,250000000.0,250000000.0
smartcredit-token,smartcredit,SmartCredit,0.47024413923190905,970591,2704.0,11755638.0,18118.94,0.471688,0.463576,0.00022358,0.04757,-1143.743725043605,-0.1177,2064096.2449065377,25000000.0,25000000.0
all-in,allin,All In,0.9904642596425001,912985,2732.0,986860.0,149269.0,1.12,0.988169,-0.096154385834296,-8.84895,-89260.78637698526,-8.90608,921435.218214576,995994.0,1000000.0
verox,vrx,Verox,39.42698967851694,892854,2744.0,1873375.0,32163.0,42.9,37.21,-3.105507732394464,-7.30149,-71329.15305710712,-7.39788,22638.59507217683,47500.0,
oggy-inu-2,oggy,Oggy Inu [ETH],3.089093228706884e-06,621260,2948.0,1296399.0,22813.0,3.7199999999999995e-06,3e-06,-2.9737787602499997e-07,-8.78135,-54854.2697265757,-8.11317,201272222574.111,420000000000.0,420000000000.0
inheritance-art,iai,inheritance Art,0.8135337786076111,613730,2955.0,40676689.0,10036.04,1.027,0.683896,0.04488049,5.83885,33858.0,5.83885,754400.2890498205,50000000.0,50000000.0
ojamu,oja,Ojamu,0.0059657159264200005,478116,3079.0,596103.0,1071.71,0.00622277,0.00584647,-0.00025022225264000004,-4.02549,-25863.799862545624,-5.13191,80206963.40115541,100000000.0,100000000.0
alpha-radar-bot,arbot,Alpha Radar AI,0.004525974242847001,436302,3123.0,452597.0,21.5,0.00472548,0.0044802999999999996,-0.00015198785654700001,-3.24902,-14651.57096194016,-3.24902,96399615.69802126,100000000.0,100000000.0
paint,paint,MurAll,3.7390526040459076e-05,432240,3133.0,822273.0,27644.0,3.965e-05,3.626e-05,3.13632e-07,0.8459,6744.28,1.58504,11573598232.5,22017071474.0,
blacksmith-token,bs,Blacksmith Token,0.0013160673831810001,415012,3153.0,1316067.0,6475.33,0.00145403,0.0013124200000000001,-0.00013648106366900001,-9.39597,-43038.32434610656,-9.39597,315342826.24171126,1000000000.0,1000000000.0
ethforestai,ethfai,ETHforestAI,1.98988142281312e-06,44921,4003.0,198184.0,163.63,2.01e-06,1.96e-06,-9.778134838e-09,-0.48899000000000004,-2174.108934746677,-4.61644,22574600949.5264,99595898000.0,100000000000.0
vuzzmind,vuzz,VuzzMind,0.007227262134876001,0,,724666.0,11333.93,0.00787138,0.0066291300000000004,-2.5670736682537004e-05,-0.35394000000000003,0.0,0.0,0.0,100000000.0,100000000.0
0xdefcafe,cafe,0xDEFCAFE,0.011597877927505001,0,,115979.0,1195.72,,,,,,,0.0,10000000.0,10000000.0
architex,arcx,Architex,2.032762278239697,0,,20327623.0,701141.0,2.83,2.01,-0.797946084199029,-28.18892,0.0,0.0,0.0,10000000.0,10000000.0
aventis-metaverse,avtm,Aventis Metaverse,0.0011170948726570002,0,,1116623.0,102722.0,0.00123574,0.00108173,-7.5387847513464e-05,-6.32192,0.0,0.0,0.0,1000000000.0,1000000000.0
ora-protocol,olm,OpenLM RevShare Token,0.019557832598006003,0,,19604812.0,2426988.0,0.026617210000000002,0.01718289,-0.0051814956133630005,-20.94437,0.0,0.0,0.0,1000000000.0,1000000000.0
neural-radiance-field,nerf,Neural Radiance Field,0.374325770697017,0,,374326.0,817.14,0.390731,0.37096799999999996,-0.013371826941452001,-3.44904,0.0,0.0,0.0,1000000.0,1000000.0
otacon-ai,otacon,Otacon AI,0.017399881810156,0,,1739366.0,59019.0,0.01979484,0.01688357,-0.0023949609150800003,-12.09891,0.0,0.0,0.0,100000000.0,100000000.0
neurahub,neura,Neurahub,0.023027387118744,0,,2304596.0,63922.0,0.02605713,0.02164875,-0.0025815703630250003,-10.08073,0.0,0.0,0.0,100000000.0,100000000.0
mbd-financials,mbd,MBD Financials,0.00028182379351300005,0,,11236509.0,373224.0,0.00030597,5.1595000000000006e-08,-1.1573271250093e-05,-3.94458,-4132319.0065111057,-100.0,0.0,40000000000.0,40000000000.0
balance-ai,bai,Balance AI,10.99039578375572,0,,31887193.0,122202.0,11.3,10.47,-0.21403776098033503,-1.9102999999999999,0.0,0.0,0.0,2967382.0,2967382.0
purple-ai,pai,Purple AI,5.805014433512874,0,,5815215.0,12229.63,5.82,5.45,0.089961,1.5741,0.0,0.0,0.0,1000000.0,1000000.0
quant-ai,qai,Quant AI,3.9596579006854444e-05,0,,3836333.0,911.51,4.176000000000001e-05,3.901e-05,-1.7512957481529997e-06,-4.23552,0.0,0.0,0.0,97000000000.0,100000000000.0
basedai,basedai,BasedAI,5.987589041569288,0,,213507281.0,1566254.0,6.69,5.73,-0.662855674127363,-9.96709,0.0,0.0,0.0,35669420.0,35669420.0
resistor-ai,tor,Resistor AI,0.00566496182829,0,,5620598.0,269316.0,0.00780591,0.00522234,-0.0007074728599660001,-11.10208,0.0,0.0,0.0,1000000000.0,1000000000.0
rosnet,rosnet,Rosnet,0.355845227846731,0,,355637.0,4561.68,0.384356,0.345422,0.0050472,1.43878,0.0,0.0,0.0,1000000.0,1000000.0
hypercycle,hypc,HyperCycle,0.515190787007284,0,,1106363787.0,182788.0,0.547291,0.5120600000000001,-0.025637261834257002,-4.74037,0.0,0.0,0.0,2147483640.0,2147483640.0
gpt-protocol,gpt,GPT Protocol,0.027744123203411002,0,,27733956.0,69413.0,0.02884892,0.02687045,-0.0010231281188,-3.55657,0.0,0.0,0.0,1000000000.0,1000000000.0
black-rabbit-ai,brain,Black Rabbit AI,0.017712509182866,0,,177125.0,65.04,0.01777901,0.01769408,1.3780000000000002e-05,0.07785,0.0,0.0,0.0,10000000.0,10000000.0
blockgpt,bgpt,BlockGPT,0.000462882428412,0,,462882.0,112.25,0.00048176,0.00045849,-1.5330037390644e-05,-3.2057,0.0,0.0,0.0,1000000000.0,1000000000.0
superstake,superstake,Superstake,0.11950999632240401,0,,,99.1,,,,,,,0.0,,2000000.0
aigentx,aix,AIgentX,0.45579222918514606,0,,45571724.0,434190.0,0.48757000000000006,0.451495,-0.024635157776272003,-5.12776,0.0,0.0,0.0,100000000.0,100000000.0
edge-matrix-computing,emc,Edge Matrix Computing,1.139478329663919,0,,1139371432.0,440150.0,1.26,1.1400000000000001,-0.11883634286383601,-9.44409,0.0,0.0,0.0,1000000000.0,1000000000.0
cryptoai,cai,CryptoAI,0.006093355614837001,0,,609336.0,41066.0,0.00636167,0.00606049,-0.000232135981007,-3.6698500000000003,0.0,0.0,0.0,100000000.0,100000000.0
trace-network-labs,trace,Trace Network Labs,0.005116875718857001,0,,510828.0,10343.51,0.0056415300000000005,0.0050882,-0.0005246532238640001,-9.29984,0.0,0.0,0.0,100000000.0,100000000.0
truebit-protocol,tru,Truebit Protocol,0.18367273098337503,0,,44821927.0,258569.0,0.19098,0.181247,-0.004429186571527,-2.35467,0.0,0.0,0.0,243777087.018055,
advantis,advt,Advantis,2.1977763231531462e-06,0,,2197776.0,2736.09,2.33e-06,2.1899999999999998e-06,-1.27329412055e-07,-5.47628,0.0,0.0,0.0,1000000000000.0,
codexchain,cdx,CodeXChain,0.015398479952767,0,,15387752.0,17570.3,0.01646671,0.01490122,0.00025282,1.66927,0.0,0.0,0.0,1000000000.0,1000000000.0
